"","GRIDCODE","lat","lat.t","long","N","niche.mean","niche.med","niche.sd","niche.min","niche.max","niche.range","SST","Prod","Dist","bio"
"382",595,-65,25,-104,1000,0.271612903289,0.322580645,0.125386846565215,0.064516129,0.483870968,0.419354839,0,0.08,729,0.141294471
"383",598,-65,25,-80,1000,0.309354838829,0.35483871,0.127456146112239,0.064516129,0.483870968,0.419354839,-0.4,0.26,552,0.154947713
"384",599,-65,25,-72,1000,0.299354838826,0.322580645,0.122546820539118,0.064516129,0.612903226,0.548387097,-0.5,0.09,242,0.192806548
"385",600,-65,25,-64,1000,0.263193548495,0.258064516,0.127447233837026,0.032258065,0.612903226,0.580645161,0.1,0.05,1,0.187276598
"386",601,-65,25,-56,1000,0.25093548404,0.258064516,0.130014020641217,0.032258065,0.612903226,0.580645161,-1.4,-0.45,93,0.166976285
"387",602,-65,25,-48,1000,0.28061290337,0.290322581,0.131163574854508,0.032258065,0.612903226,0.580645161,-1.5,0.82,399,0.152909048
"388",603,-65,25,-40,1000,0.277903225983,0.290322581,0.140029796878601,0.032258065,0.612903226,0.580645161,-0.9,0.6,545,0.148195658
"389",604,-65,25,-32,1000,0.231354838886,0.225806452,0.139319996554169,0.032258065,0.612903226,0.580645161,-0.8,0.81,690,0.140568537
"390",607,-65,25,-8,1000,0.255290322705,0.225806452,0.121552576711795,0.032258065,0.483870968,0.451612903,-0.5,0.13,504,0.138029584
"391",616,-65,25,64,1000,0.274774193691,0.258064516,0.132393795446042,0.032258065,0.483870968,0.451612903,-0.2,0.14,272,0.121559509
"392",617,-65,25,72,1000,0.253161290493,0.225806452,0.131411497860549,0.032258065,0.612903226,0.580645161,0,-0.06,258,0.120112675
"393",618,-65,25,80,1000,0.264838709837,0.258064516,0.137185876036104,0.032258065,0.612903226,0.580645161,-0.4,0.07,100,0.123635208
"394",620,-65,25,96,1000,0.298483871082,0.322580645,0.135001081016762,0.032258065,0.612903226,0.580645161,-1.5,0.17,1,0.126575353
"395",622,-65,25,112,1000,0.307806451707,0.35483871,0.126217465617256,0.032258065,0.483870968,0.451612903,-1.1,0.41,76,0.131220973
"396",623,-65,25,120,1000,0.285838709778,0.290322581,0.119500357677816,0.032258065,0.483870968,0.451612903,-0.6,0.24,75,0.129091838
"397",625,-65,25,136,1000,0.278161290457,0.290322581,0.129704049659257,0.032258065,0.483870968,0.451612903,-0.9,0.46,60,0.134372777
"398",626,-65,25,144,1000,0.256709677583,0.258064516,0.131598982703232,0.032258065,0.483870968,0.451612903,-0.9,0.24,190,0.139214115
"399",628,-65,25,160,1000,0.3253870969,0.35483871,0.129199377467029,0.032258065,0.612903226,0.580645161,-0.3,0.17,150,0.147770061
"400",629,-65,25,168,1000,0.263548387237,0.225806452,0.130601312715668,0.032258065,0.612903226,0.580645161,-0.8,0.16,285,0.143061
"401",630,-65,25,176,1000,0.262903226027,0.225806452,0.138326130895724,0.032258065,0.612903226,0.580645161,-0.3,0.12,698,0.13853032
